AgeGroup,YearsTogether,Province,Divorced
Under 20 years,42 years,Man.,0
Under 20 years,42 years,Man.,0
Under 20 years,42 years,Man.,0
Under 20 years,42 years,Sask.,0
Under 20 years,42 years,Sask.,0
Under 20 years,42 years,Sask.,0
Under 20 years,42 years,Sask.,0
Under 20 years,42 years,Sask.,0
Under 20 years,42 years,Sask.,0
Under 20 years,42 years,Sask.,0
Under 20 years,42 years,Sask.,0
Under 20 years,42 years,Sask.,0
Under 20 years,42 years,Sask.,0
Under 20 years,42 years,Alta.,0
Under 20 years,42 years,Alta.,0
Under 20 years,42 years,Alta.,0
Under 20 years,42 years,Alta.,0
Under 20 years,42 years,Alta.,0
Under 20 years,42 years,Alta.,1
Under 20 years,42 years,Alta.,0
Under 20 years,42 years,Alta.,0
Under 20 years,42 years,Alta.,0
Under 20 years,42 years,Alta.,1
Under 20 years,42 years,B.C.,0
Under 20 years,42 years,B.C.,0
Under 20 years,42 years,B.C.,0
Under 20 years,42 years,B.C.,0
Under 20 years,42 years,B.C.,0
Under 20 years,42 years,B.C.,0
Under 20 years,42 years,B.C.,0
Under 20 years,42 years,B.C.,0
Under 20 years,42 years,B.C.,0
Under 20 years,42 years,B.C.,0
Under 20 years,42 years,Y.T.,0
Under 20 years,42 years,Y.T.,0
Under 20 years,42 years,Y.T.,0
Under 20 years,42 years,Y.T.,0
Under 20 years,42 years,Y.T.,1
Under 20 years,42 years,Y.T.,0
Under 20 years,42 years,Y.T.,0
Under 20 years,42 years,Y.T.,0
Under 20 years,42 years,Y.T.,0
Under 20 years,42 years,Y.T.,0
Under 20 years,42 years,N.W.T.,0
Under 20 years,42 years,N.W.T.,0
Under 20 years,42 years,N.W.T.,0
Under 20 years,42 years,N.W.T.,0
Under 20 years,42 years,N.W.T.,0
Under 20 years,42 years,N.W.T.,0
Under 20 years,42 years,N.W.T.,0
Under 20 years,42 years,N.W.T.,0
Under 20 years,42 years,N.W.T.,0
Under 20 years,42 years,N.W.T.,0
Under 20 years,43 years,N.L.,0
Under 20 years,43 years,N.L.,1
Under 20 years,43 years,N.L.,0
Under 20 years,43 years,N.L.,0
Under 20 years,43 years,N.L.,0
Under 20 years,43 years,N.L.,1
Under 20 years,43 years,N.L.,0
Under 20 years,43 years,N.L.,0
Under 20 years,43 years,N.L.,0
Under 20 years,43 years,N.L.,0
Under 20 years,43 years,P.E.I.,0
Under 20 years,43 years,P.E.I.,0
Under 20 years,43 years,P.E.I.,0
Under 20 years,43 years,P.E.I.,0
Under 20 years,43 years,P.E.I.,0
Under 20 years,43 years,P.E.I.,0
Under 20 years,43 years,P.E.I.,0
Under 20 years,43 years,P.E.I.,0
Under 20 years,43 years,P.E.I.,0
Under 20 years,43 years,P.E.I.,0
Under 20 years,43 years,N.S.,0
Under 20 years,43 years,N.S.,0
Under 20 years,43 years,N.S.,0
Under 20 years,43 years,N.S.,0
Under 20 years,43 years,N.S.,0
Under 20 years,43 years,N.S.,0
Under 20 years,43 years,N.S.,0
Under 20 years,43 years,N.S.,0
Under 20 years,43 years,N.S.,0
Under 20 years,43 years,N.S.,0
Under 20 years,43 years,N.B.,0
Under 20 years,43 years,N.B.,0
Under 20 years,43 years,N.B.,0
Under 20 years,43 years,N.B.,0
Under 20 years,43 years,N.B.,0
Under 20 years,43 years,N.B.,0
Under 20 years,43 years,N.B.,0
Under 20 years,43 years,N.B.,0
Under 20 years,43 years,N.B.,0
Under 20 years,43 years,N.B.,0
Under 20 years,43 years,Que.,0
Under 20 years,43 years,Que.,0
Under 20 years,43 years,Que.,0
Under 20 years,43 years,Que.,0
Under 20 years,43 years,Que.,1
Under 20 years,43 years,Que.,0
Under 20 years,43 years,Que.,1
Under 20 years,43 years,Que.,1
Under 20 years,43 years,Que.,0
Under 20 years,43 years,Que.,0
Under 20 years,43 years,Ont.,0
Under 20 years,43 years,Ont.,0
Under 20 years,43 years,Ont.,1
Under 20 years,43 years,Ont.,0
Under 20 years,43 years,Ont.,0
Under 20 years,43 years,Ont.,0
Under 20 years,43 years,Ont.,0
Under 20 years,43 years,Ont.,0
Under 20 years,43 years,Ont.,0
Under 20 years,43 years,Ont.,0
Under 20 years,43 years,Man.,0
Under 20 years,43 years,Man.,0
Under 20 years,43 years,Man.,0
Under 20 years,43 years,Man.,0
Under 20 years,43 years,Man.,0
Under 20 years,43 years,Man.,0
Under 20 years,43 years,Man.,1
Under 20 years,43 years,Man.,0
Under 20 years,43 years,Man.,1
Under 20 years,43 years,Man.,0
Under 20 years,43 years,Sask.,0
Under 20 years,43 years,Sask.,0
Under 20 years,43 years,Sask.,0
Under 20 years,43 years,Sask.,0
Under 20 years,43 years,Sask.,1
Under 20 years,43 years,Sask.,0
Under 20 years,43 years,Sask.,0
Under 20 years,43 years,Sask.,0
Under 20 years,43 years,Sask.,0
Under 20 years,43 years,Sask.,0
Under 20 years,43 years,Alta.,0
Under 20 years,43 years,Alta.,0
Under 20 years,43 years,Alta.,0
Under 20 years,43 years,Alta.,0
Under 20 years,43 years,Alta.,0
Under 20 years,43 years,Alta.,0
Under 20 years,43 years,Alta.,0
Under 20 years,43 years,Alta.,1
Under 20 years,43 years,Alta.,0
Under 20 years,43 years,Alta.,0
Under 20 years,43 years,B.C.,0
Under 20 years,43 years,B.C.,0
Under 20 years,43 years,B.C.,0
Under 20 years,43 years,B.C.,0
Under 20 years,43 years,B.C.,0
Under 20 years,43 years,B.C.,0
Under 20 years,43 years,B.C.,0
Under 20 years,43 years,B.C.,0
Under 20 years,43 years,B.C.,0
Under 20 years,43 years,B.C.,0
Under 20 years,43 years,Y.T.,0
Under 20 years,43 years,Y.T.,0
Under 20 years,43 years,Y.T.,0
Under 20 years,43 years,Y.T.,0
Under 20 years,43 years,Y.T.,0
Under 20 years,43 years,Y.T.,0
Under 20 years,43 years,Y.T.,0
Under 20 years,43 years,Y.T.,0
Under 20 years,43 years,Y.T.,0
Under 20 years,43 years,Y.T.,0
Under 20 years,43 years,N.W.T.,0
Under 20 years,43 years,N.W.T.,0
Under 20 years,43 years,N.W.T.,0
Under 20 years,43 years,N.W.T.,0
Under 20 years,43 years,N.W.T.,0
Under 20 years,43 years,N.W.T.,0
Under 20 years,43 years,N.W.T.,0
Under 20 years,43 years,N.W.T.,0
Under 20 years,43 years,N.W.T.,1
Under 20 years,43 years,N.W.T.,0
Under 20 years,44 years,N.L.,0
Under 20 years,44 years,N.L.,0
Under 20 years,44 years,N.L.,0
Under 20 years,44 years,N.L.,0
Under 20 years,44 years,N.L.,0
Under 20 years,44 years,N.L.,0
Under 20 years,44 years,N.L.,0
Under 20 years,44 years,N.L.,0
Under 20 years,44 years,N.L.,0
Under 20 years,44 years,N.L.,0
Under 20 years,44 years,P.E.I.,0
Under 20 years,44 years,P.E.I.,0
Under 20 years,44 years,P.E.I.,0
Under 20 years,44 years,P.E.I.,0
Under 20 years,44 years,P.E.I.,1
Under 20 years,44 years,P.E.I.,0
Under 20 years,44 years,P.E.I.,0
Under 20 years,44 years,P.E.I.,0
Under 20 years,44 years,P.E.I.,0
Under 20 years,44 years,P.E.I.,0
Under 20 years,44 years,N.S.,0
Under 20 years,44 years,N.S.,0
Under 20 years,44 years,N.S.,0
Under 20 years,44 years,N.S.,0
Under 20 years,44 years,N.S.,0
Under 20 years,44 years,N.S.,0
Under 20 years,44 years,N.S.,0
Under 20 years,44 years,N.S.,0
Under 20 years,44 years,N.S.,1
Under 20 years,44 years,N.S.,0
Under 20 years,44 years,N.B.,0
Under 20 years,44 years,N.B.,1
Under 20 years,44 years,N.B.,0
Under 20 years,44 years,N.B.,0
Under 20 years,44 years,N.B.,0
Under 20 years,44 years,N.B.,0
Under 20 years,44 years,N.B.,0
Under 20 years,44 years,N.B.,0
Under 20 years,44 years,N.B.,0
Under 20 years,44 years,N.B.,0
Under 20 years,44 years,Que.,0
Under 20 years,44 years,Que.,0
Under 20 years,44 years,Que.,0
Under 20 years,44 years,Que.,0
Under 20 years,44 years,Que.,0
Under 20 years,44 years,Que.,0
Under 20 years,44 years,Que.,0
Under 20 years,44 years,Que.,0
Under 20 years,44 years,Que.,0
Under 20 years,44 years,Que.,0
Under 20 years,44 years,Ont.,0
Under 20 years,44 years,Ont.,0
Under 20 years,44 years,Ont.,0
Under 20 years,44 years,Ont.,0
Under 20 years,44 years,Ont.,0
Under 20 years,44 years,Ont.,0
Under 20 years,44 years,Ont.,0
Under 20 years,44 years,Ont.,0
Under 20 years,44 years,Ont.,0
Under 20 years,44 years,Ont.,0
Under 20 years,44 years,Man.,0
Under 20 years,44 years,Man.,0
Under 20 years,44 years,Man.,0
Under 20 years,44 years,Man.,1
Under 20 years,44 years,Man.,0
Under 20 years,44 years,Man.,0
Under 20 years,44 years,Man.,0
Under 20 years,44 years,Man.,0
Under 20 years,44 years,Man.,0
Under 20 years,44 years,Man.,0
Under 20 years,44 years,Sask.,0
Under 20 years,44 years,Sask.,1
Under 20 years,44 years,Sask.,0
Under 20 years,44 years,Sask.,0
Under 20 years,44 years,Sask.,0
Under 20 years,44 years,Sask.,0
Under 20 years,44 years,Sask.,0
Under 20 years,44 years,Sask.,0
Under 20 years,44 years,Sask.,0
Under 20 years,44 years,Sask.,0
Under 20 years,44 years,Alta.,0
Under 20 years,44 years,Alta.,0
Under 20 years,44 years,Alta.,0
Under 20 years,44 years,Alta.,1
Under 20 years,44 years,Alta.,0
Under 20 years,44 years,Alta.,0
Under 20 years,44 years,Alta.,1
Under 20 years,44 years,Alta.,0
Under 20 years,44 years,Alta.,0
Under 20 years,44 years,Alta.,1
Under 20 years,44 years,B.C.,0
Under 20 years,44 years,B.C.,0
Under 20 years,44 years,B.C.,0
Under 20 years,44 years,B.C.,0
Under 20 years,44 years,B.C.,0
Under 20 years,44 years,B.C.,0
Under 20 years,44 years,B.C.,0
Under 20 years,44 years,B.C.,0
Under 20 years,44 years,B.C.,0
Under 20 years,44 years,B.C.,0
Under 20 years,44 years,Y.T.,0
Under 20 years,44 years,Y.T.,1
Under 20 years,44 years,Y.T.,1
Under 20 years,44 years,Y.T.,0
Under 20 years,44 years,Y.T.,0
Under 20 years,44 years,Y.T.,0
Under 20 years,44 years,Y.T.,0
Under 20 years,44 years,Y.T.,1
Under 20 years,44 years,Y.T.,0
Under 20 years,44 years,Y.T.,1
Under 20 years,44 years,N.W.T.,0
Under 20 years,44 years,N.W.T.,0
Under 20 years,44 years,N.W.T.,0
Under 20 years,44 years,N.W.T.,0
Under 20 years,44 years,N.W.T.,1
Under 20 years,44 years,N.W.T.,0
Under 20 years,44 years,N.W.T.,0
Under 20 years,44 years,N.W.T.,0
Under 20 years,44 years,N.W.T.,0
Under 20 years,44 years,N.W.T.,0
Under 20 years,45 years,N.L.,0
Under 20 years,45 years,N.L.,1
Under 20 years,45 years,N.L.,0
Under 20 years,45 years,N.L.,0
Under 20 years,45 years,N.L.,0
Under 20 years,45 years,N.L.,0
Under 20 years,45 years,N.L.,0
Under 20 years,45 years,N.L.,0
Under 20 years,45 years,N.L.,0
Under 20 years,45 years,N.L.,0
Under 20 years,45 years,P.E.I.,0
Under 20 years,45 years,P.E.I.,0
Under 20 years,45 years,P.E.I.,0
Under 20 years,45 years,P.E.I.,0
Under 20 years,45 years,P.E.I.,0
Under 20 years,45 years,P.E.I.,0
Under 20 years,45 years,P.E.I.,0
Under 20 years,45 years,P.E.I.,0
Under 20 years,45 years,P.E.I.,0
Under 20 years,45 years,P.E.I.,0
Under 20 years,45 years,N.S.,0
Under 20 years,45 years,N.S.,0
Under 20 years,45 years,N.S.,0
Under 20 years,45 years,N.S.,0
Under 20 years,45 years,N.S.,0
Under 20 years,45 years,N.S.,0
Under 20 years,45 years,N.S.,0
Under 20 years,45 years,N.S.,0
Under 20 years,45 years,N.S.,0
Under 20 years,45 years,N.S.,1
Under 20 years,45 years,N.B.,0
Under 20 years,45 years,N.B.,0
Under 20 years,45 years,N.B.,0
Under 20 years,45 years,N.B.,0
Under 20 years,45 years,N.B.,0
Under 20 years,45 years,N.B.,0
Under 20 years,45 years,N.B.,0
Under 20 years,45 years,N.B.,0
Under 20 years,45 years,N.B.,0
Under 20 years,45 years,N.B.,0
Under 20 years,45 years,Que.,0
Under 20 years,45 years,Que.,0
Under 20 years,45 years,Que.,0
Under 20 years,45 years,Que.,0
Under 20 years,45 years,Que.,0
Under 20 years,45 years,Que.,0
Under 20 years,45 years,Que.,0
Under 20 years,45 years,Que.,0
Under 20 years,45 years,Que.,0
Under 20 years,45 years,Que.,0
Under 20 years,45 years,Ont.,0
Under 20 years,45 years,Ont.,0
Under 20 years,45 years,Ont.,0
Under 20 years,45 years,Ont.,0
Under 20 years,45 years,Ont.,0
Under 20 years,45 years,Ont.,0
Under 20 years,45 years,Ont.,0
Under 20 years,45 years,Ont.,0
Under 20 years,45 years,Ont.,0
Under 20 years,45 years,Ont.,0
Under 20 years,45 years,Man.,0
Under 20 years,45 years,Man.,0
Under 20 years,45 years,Man.,0
Under 20 years,45 years,Man.,0
Under 20 years,45 years,Man.,1
Under 20 years,45 years,Man.,0
Under 20 years,45 years,Man.,0
Under 20 years,45 years,Man.,0
Under 20 years,45 years,Man.,0
Under 20 years,45 years,Man.,0
Under 20 years,45 years,Sask.,0
Under 20 years,45 years,Sask.,0
Under 20 years,45 years,Sask.,1
Under 20 years,45 years,Sask.,0
Under 20 years,45 years,Sask.,0
Under 20 years,45 years,Sask.,0
Under 20 years,45 years,Sask.,1
Under 20 years,45 years,Sask.,1
Under 20 years,45 years,Sask.,0
Under 20 years,45 years,Sask.,0
Under 20 years,45 years,Alta.,0
Under 20 years,45 years,Alta.,0
Under 20 years,45 years,Alta.,1
Under 20 years,45 years,Alta.,0
Under 20 years,45 years,Alta.,0
Under 20 years,45 years,Alta.,0
Under 20 years,45 years,Alta.,0
Under 20 years,45 years,Alta.,0
Under 20 years,45 years,Alta.,1
Under 20 years,45 years,Alta.,0
Under 20 years,45 years,B.C.,0
Under 20 years,45 years,B.C.,0
Under 20 years,45 years,B.C.,0
Under 20 years,45 years,B.C.,0
Under 20 years,45 years,B.C.,0
Under 20 years,45 years,B.C.,0
Under 20 years,45 years,B.C.,0
Under 20 years,45 years,B.C.,0
Under 20 years,45 years,B.C.,0
Under 20 years,45 years,B.C.,0
Under 20 years,45 years,Y.T.,0
Under 20 years,45 years,Y.T.,0
Under 20 years,45 years,Y.T.,0
Under 20 years,45 years,Y.T.,0
Under 20 years,45 years,Y.T.,0
Under 20 years,45 years,Y.T.,1
Under 20 years,45 years,Y.T.,0
Under 20 years,45 years,Y.T.,0
Under 20 years,45 years,Y.T.,1
Under 20 years,45 years,Y.T.,0
Under 20 years,45 years,N.W.T.,0
Under 20 years,45 years,N.W.T.,0
Under 20 years,45 years,N.W.T.,0
Under 20 years,45 years,N.W.T.,0
Under 20 years,45 years,N.W.T.,0
Under 20 years,45 years,N.W.T.,0
Under 20 years,45 years,N.W.T.,1
Under 20 years,45 years,N.W.T.,0
Under 20 years,45 years,N.W.T.,0
Under 20 years,45 years,N.W.T.,0
Under 20 years,46 years,N.L.,0
Under 20 years,46 years,N.L.,0
Under 20 years,46 years,N.L.,0
Under 20 years,46 years,N.L.,0
Under 20 years,46 years,N.L.,0
Under 20 years,46 years,N.L.,0
Under 20 years,46 years,N.L.,0
Under 20 years,46 years,N.L.,0
Under 20 years,46 years,N.L.,0
Under 20 years,46 years,N.L.,0
Under 20 years,46 years,P.E.I.,1
Under 20 years,46 years,P.E.I.,0
Under 20 years,46 years,P.E.I.,0
Under 20 years,46 years,P.E.I.,0
Under 20 years,46 years,P.E.I.,0
Under 20 years,46 years,P.E.I.,0
Under 20 years,46 years,P.E.I.,0
Under 20 years,46 years,P.E.I.,0
Under 20 years,46 years,P.E.I.,1
Under 20 years,46 years,P.E.I.,0
Under 20 years,46 years,N.S.,0
Under 20 years,46 years,N.S.,0
Under 20 years,46 years,N.S.,0
Under 20 years,46 years,N.S.,0
Under 20 years,46 years,N.S.,0
Under 20 years,46 years,N.S.,0
Under 20 years,46 years,N.S.,1
Under 20 years,46 years,N.S.,1
Under 20 years,46 years,N.S.,0
Under 20 years,46 years,N.S.,0
Under 20 years,46 years,N.B.,0
Under 20 years,46 years,N.B.,0
Under 20 years,46 years,N.B.,0
Under 20 years,46 years,N.B.,0
Under 20 years,46 years,N.B.,0
Under 20 years,46 years,N.B.,0
Under 20 years,46 years,N.B.,0
Under 20 years,46 years,N.B.,0
Under 20 years,46 years,N.B.,0
Under 20 years,46 years,N.B.,0
Under 20 years,46 years,Que.,0
Under 20 years,46 years,Que.,0
Under 20 years,46 years,Que.,0
Under 20 years,46 years,Que.,0
Under 20 years,46 years,Que.,0
Under 20 years,46 years,Que.,0
Under 20 years,46 years,Que.,1
Under 20 years,46 years,Que.,0
Under 20 years,46 years,Que.,0
Under 20 years,46 years,Que.,0
Under 20 years,46 years,Ont.,0
Under 20 years,46 years,Ont.,0
Under 20 years,46 years,Ont.,0
Under 20 years,46 years,Ont.,0
Under 20 years,46 years,Ont.,0
Under 20 years,46 years,Ont.,0
Under 20 years,46 years,Ont.,0
Under 20 years,46 years,Ont.,0
Under 20 years,46 years,Ont.,0
Under 20 years,46 years,Ont.,0
Under 20 years,46 years,Man.,0
Under 20 years,46 years,Man.,0
Under 20 years,46 years,Man.,0
Under 20 years,46 years,Man.,0
Under 20 years,46 years,Man.,0
Under 20 years,46 years,Man.,0
Under 20 years,46 years,Man.,0
Under 20 years,46 years,Man.,0
Under 20 years,46 years,Man.,0
Under 20 years,46 years,Man.,0
Under 20 years,46 years,Sask.,0
Under 20 years,46 years,Sask.,0
Under 20 years,46 years,Sask.,0
Under 20 years,46 years,Sask.,0
Under 20 years,46 years,Sask.,0
Under 20 years,46 years,Sask.,0
Under 20 years,46 years,Sask.,0
Under 20 years,46 years,Sask.,1
Under 20 years,46 years,Sask.,0
Under 20 years,46 years,Sask.,0
Under 20 years,46 years,Alta.,0
Under 20 years,46 years,Alta.,0
Under 20 years,46 years,Alta.,0
Under 20 years,46 years,Alta.,0
Under 20 years,46 years,Alta.,0
Under 20 years,46 years,Alta.,0
Under 20 years,46 years,Alta.,0
Under 20 years,46 years,Alta.,0
Under 20 years,46 years,Alta.,0
Under 20 years,46 years,Alta.,0
Under 20 years,46 years,B.C.,0
Under 20 years,46 years,B.C.,0
Under 20 years,46 years,B.C.,0
Under 20 years,46 years,B.C.,0
Under 20 years,46 years,B.C.,0
Under 20 years,46 years,B.C.,0
Under 20 years,46 years,B.C.,0
Under 20 years,46 years,B.C.,0
Under 20 years,46 years,B.C.,0
Under 20 years,46 years,B.C.,0
Under 20 years,46 years,Y.T.,0
Under 20 years,46 years,Y.T.,0
Under 20 years,46 years,Y.T.,0
Under 20 years,46 years,Y.T.,0
Under 20 years,46 years,Y.T.,0
Under 20 years,46 years,Y.T.,0
Under 20 years,46 years,Y.T.,0
Under 20 years,46 years,Y.T.,0
Under 20 years,46 years,Y.T.,0
Under 20 years,46 years,Y.T.,0
Under 20 years,46 years,N.W.T.,0
Under 20 years,46 years,N.W.T.,1
Under 20 years,46 years,N.W.T.,0
Under 20 years,46 years,N.W.T.,0
Under 20 years,46 years,N.W.T.,0
Under 20 years,46 years,N.W.T.,0
Under 20 years,46 years,N.W.T.,0
Under 20 years,46 years,N.W.T.,1
Under 20 years,46 years,N.W.T.,0
Under 20 years,46 years,N.W.T.,0
Under 20 years,47 years,N.L.,0
Under 20 years,47 years,N.L.,0
Under 20 years,47 years,N.L.,0
Under 20 years,47 years,N.L.,0
Under 20 years,47 years,N.L.,0
Under 20 years,47 years,N.L.,0
Under 20 years,47 years,N.L.,0
Under 20 years,47 years,N.L.,0
Under 20 years,47 years,N.L.,0
Under 20 years,47 years,N.L.,0
Under 20 years,47 years,P.E.I.,0
Under 20 years,47 years,P.E.I.,0
Under 20 years,47 years,P.E.I.,0
Under 20 years,47 years,P.E.I.,0
Under 20 years,47 years,P.E.I.,0
Under 20 years,47 years,P.E.I.,0
Under 20 years,47 years,P.E.I.,0
Under 20 years,47 years,P.E.I.,0
Under 20 years,47 years,P.E.I.,1
Under 20 years,47 years,P.E.I.,0
Under 20 years,47 years,N.S.,0
Under 20 years,47 years,N.S.,0
Under 20 years,47 years,N.S.,0
Under 20 years,47 years,N.S.,0
Under 20 years,47 years,N.S.,0
Under 20 years,47 years,N.S.,0
Under 20 years,47 years,N.S.,0
Under 20 years,47 years,N.S.,0
Under 20 years,47 years,N.S.,0
Under 20 years,47 years,N.S.,0
Under 20 years,47 years,N.B.,0
Under 20 years,47 years,N.B.,0
Under 20 years,47 years,N.B.,0
Under 20 years,47 years,N.B.,0
Under 20 years,47 years,N.B.,0
Under 20 years,47 years,N.B.,0
Under 20 years,47 years,N.B.,0
Under 20 years,47 years,N.B.,0
Under 20 years,47 years,N.B.,0
Under 20 years,47 years,N.B.,0
Under 20 years,47 years,Que.,1
Under 20 years,47 years,Que.,0
Under 20 years,47 years,Que.,0
Under 20 years,47 years,Que.,0
Under 20 years,47 years,Que.,0
Under 20 years,47 years,Que.,0
Under 20 years,47 years,Que.,1
Under 20 years,47 years,Que.,0
Under 20 years,47 years,Que.,0
Under 20 years,47 years,Que.,0
Under 20 years,47 years,Ont.,0
Under 20 years,47 years,Ont.,0
Under 20 years,47 years,Ont.,0
Under 20 years,47 years,Ont.,0
Under 20 years,47 years,Ont.,0
Under 20 years,47 years,Ont.,0
Under 20 years,47 years,Ont.,0
Under 20 years,47 years,Ont.,0
Under 20 years,47 years,Ont.,0
Under 20 years,47 years,Ont.,0
Under 20 years,47 years,Man.,0
Under 20 years,47 years,Man.,0
Under 20 years,47 years,Man.,0
Under 20 years,47 years,Man.,1
Under 20 years,47 years,Man.,0
Under 20 years,47 years,Man.,0
Under 20 years,47 years,Man.,0
Under 20 years,47 years,Man.,0
Under 20 years,47 years,Man.,0
Under 20 years,47 years,Man.,0
Under 20 years,47 years,Sask.,0
Under 20 years,47 years,Sask.,0
Under 20 years,47 years,Sask.,0
Under 20 years,47 years,Sask.,0
Under 20 years,47 years,Sask.,0
Under 20 years,47 years,Sask.,0
Under 20 years,47 years,Sask.,0
Under 20 years,47 years,Sask.,0
Under 20 years,47 years,Sask.,0
Under 20 years,47 years,Sask.,0
Under 20 years,47 years,Alta.,0
Under 20 years,47 years,Alta.,0
Under 20 years,47 years,Alta.,0
Under 20 years,47 years,Alta.,0
Under 20 years,47 years,Alta.,0
Under 20 years,47 years,Alta.,0
Under 20 years,47 years,Alta.,1
Under 20 years,47 years,Alta.,0
Under 20 years,47 years,Alta.,0
Under 20 years,47 years,Alta.,0
Under 20 years,47 years,B.C.,0
Under 20 years,47 years,B.C.,0
Under 20 years,47 years,B.C.,0
Under 20 years,47 years,B.C.,0
Under 20 years,47 years,B.C.,0
Under 20 years,47 years,B.C.,0
Under 20 years,47 years,B.C.,0
Under 20 years,47 years,B.C.,0
Under 20 years,47 years,B.C.,0
Under 20 years,47 years,B.C.,0
Under 20 years,47 years,Y.T.,0
Under 20 years,47 years,Y.T.,0
Under 20 years,47 years,Y.T.,0
Under 20 years,47 years,Y.T.,0
Under 20 years,47 years,Y.T.,0
Under 20 years,47 years,Y.T.,0
Under 20 years,47 years,Y.T.,0
Under 20 years,47 years,Y.T.,1
Under 20 years,47 years,Y.T.,0
Under 20 years,47 years,Y.T.,0
Under 20 years,47 years,N.W.T.,0
Under 20 years,47 years,N.W.T.,0
Under 20 years,47 years,N.W.T.,0
Under 20 years,47 years,N.W.T.,0
Under 20 years,47 years,N.W.T.,0
Under 20 years,47 years,N.W.T.,0
Under 20 years,47 years,N.W.T.,0
Under 20 years,47 years,N.W.T.,0
Under 20 years,47 years,N.W.T.,0
Under 20 years,47 years,N.W.T.,0
Under 20 years,48 years,N.L.,0
Under 20 years,48 years,N.L.,0
Under 20 years,48 years,N.L.,0
Under 20 years,48 years,N.L.,0
Under 20 years,48 years,N.L.,0
Under 20 years,48 years,N.L.,1
Under 20 years,48 years,N.L.,0
Under 20 years,48 years,N.L.,0
Under 20 years,48 years,N.L.,0
Under 20 years,48 years,N.L.,0
